id,StreetNameShort,StreetName,StreetNoMin,StreetNoMax,EvenOdd,BeatNo,TeamNo,Postcode,Suburb,
9760,FOWLER RD,FOWLER ROAD,56,62,2,5252,5,2160,MERRYLANDS,even
9761,FOWLER RD,FOWLER ROAD,66,66,2,5252,5,2160,MERRYLANDS,even
9762,FOWLER RD,FOWLER ROAD,68,68,2,5252,5,2160,MERRYLANDS,even
9763,FOWLER RD,FOWLER ROAD,72,112,2,5252,5,2160,MERRYLANDS,even
9764,FOWLER RD,FOWLER ROAD,97,167,1,5252,5,2160,MERRYLANDS WEST,odd
9765,EDNA AVE,EDNA AVENUE,1,79,1,5252,5,2160,MERRYLANDS WEST,odd
9766,EDNA AVE,EDNA AVENUE,2,62,2,5252,5,2160,MERRYLANDS WEST,even
9767,FOWLER RD,FOWLER ROAD,71,93,1,5252,5,2160,MERRYLANDS WEST,odd
9768,BARCOM ST,BARCOM STREET,6,42,2,5252,5,2160,MERRYLANDS WEST,even
9769,BARCOM ST,BARCOM STREET,45,45,1,5252,5,2160,MERRYLANDS WEST,odd
9770,BARCOM ST,BARCOM STREET,27,41,1,5252,5,2160,MERRYLANDS WEST,odd
9771,RUPERT ST,RUPERT STREET,50,50,2,5252,5,2160,MERRYLANDS WEST,even
9772,BARCOM ST,BARCOM STREET,3,25,1,5252,5,2160,MERRYLANDS WEST,odd
9773,FOWLER RD,FOWLER ROAD,63,69,1,5252,5,2160,MERRYLANDS WEST,odd
9774,WANDA ST,WANDA STREET,4,42,2,5252,5,2160,MERRYLANDS WEST,even
9775,WANDA ST,WANDA STREET,1,41,1,5252,5,2160,MERRYLANDS WEST,odd
9776,FOWLER RD,FOWLER ROAD,53,61,1,5252,5,2160,MERRYLANDS WEST,odd
9777,DESMOND ST,DESMOND STREET,58,78,2,5252,5,2160,MERRYLANDS WEST,even
9778,RUPERT ST,RUPERT STREET,44,44,2,5252,5,2160,MERRYLANDS WEST,even
9779,DESMOND ST,DESMOND STREET,80,96,2,5252,5,2160,MERRYLANDS WEST,even
9780,DESMOND ST,DESMOND STREET,49,85,1,5252,5,2160,MERRYLANDS WEST,odd
9781,FOWLER RD,FOWLER ROAD,43,51,1,5252,5,2160,MERRYLANDS WEST,odd
9782,WARIALDA ST,WARIALDA STREET,2,22,2,5252,5,2160,MERRYLANDS WEST,even
9783,WARIALDA ST,WARIALDA STREET,22,36,2,5252,5,2160,MERRYLANDS WEST,even
9784,WARIALDA ST,WARIALDA STREET,23,39,1,5252,5,2160,MERRYLANDS WEST,odd
9785,WARIALDA ST,WARIALDA STREET,1,21,1,5252,5,2160,MERRYLANDS WEST,odd
9786,FOWLER RD,FOWLER ROAD,29,39,1,5252,5,2160,MERRYLANDS WEST,odd
9787,COMO ST,COMO STREET,2,16,2,5252,5,2160,MERRYLANDS WEST,even
9788,RUPERT ST,RUPERT STREET,34,36,2,5252,5,2160,MERRYLANDS WEST,even
9789,RUPERT ST,RUPERT STREET,31,31,1,5252,5,2160,MERRYLANDS WEST,odd
9790,COMO ST,COMO STREET,1,17,1,5252,5,2160,MERRYLANDS WEST,odd
9791,FOWLER RD,FOWLER ROAD,13,27,1,5252,5,2160,MERRYLANDS WEST,odd
9792,FOWLER RD,FOWLER ROAD,11,11,1,5252,5,2160,MERRYLANDS WEST,odd
9793,FOWLER RD,FOWLER ROAD,1,9,1,5252,5,2160,MERRYLANDS WEST,odd
9794,SHERWOOD RD,SHERWOOD ROAD,73,109,1,5261,5,2160,MERRYLANDS WEST,odd
9795,DUFFY ST,DUFFY STREET,2,10,2,5261,5,2160,MERRYLANDS WEST,even
9796,CAMERON CT,CAMERON COURT,2,2,2,5261,5,2160,MERRYLANDS WEST,even
9797,SKYE CL,SKYE CLOSE,1,3,1,5261,5,2160,MERRYLANDS WEST,odd
9798,SKYE CL,SKYE CLOSE,2,4,2,5261,5,2160,MERRYLANDS WEST,even
9799,CAMERON CT,CAMERON COURT,8,34,2,5261,5,2160,MERRYLANDS WEST,even
9800,CAMERON CT,CAMERON COURT,1,27,1,5261,5,2160,MERRYLANDS WEST,odd
9801,DUFFY ST,DUFFY STREET,14,38,2,5261,5,2160,MERRYLANDS WEST,even
9802,DUFFY ST,DUFFY STREET,35,47,1,5261,5,2160,MERRYLANDS WEST,odd
9803,BRUCE ST,BRUCE STREET,2,8,2,5261,5,2160,MERRYLANDS WEST,even
9804,JOSEPHINE ST,JOSEPHINE STREET,4,50,2,5261,5,2160,MERRYLANDS WEST,even
9805,JOSEPHINE ST,JOSEPHINE STREET,3,27,1,5261,5,2160,MERRYLANDS WEST,odd
9806,BRUCE ST,BRUCE STREET,18,28,2,5261,5,2160,MERRYLANDS WEST,even
9807,VALDA ST,VALDA STREET,2,10,2,5261,5,2160,MERRYLANDS WEST,even
9808,VALDA ST,VALDA STREET,1,11,1,5261,5,2160,MERRYLANDS WEST,odd
9809,BRUCE ST,BRUCE STREET,34,78,2,5261,5,2160,MERRYLANDS WEST,even
9810,BETTS RD,BETTS ROAD,88,104,2,5261,5,2160,MERRYLANDS WEST,even
9811,BETTS RD,BETTS ROAD,56,84,2,5261,5,2160,MERRYLANDS WEST,even
9812,BRUCE ST,BRUCE STREET,75,77,1,5261,5,2160,MERRYLANDS WEST,odd
9813,EDDY ST,EDDY STREET,2,60,2,5261,5,2160,MERRYLANDS WEST,even
9814,DARYL ST,DARYL STREET,3,7,1,5261,5,2160,MERRYLANDS WEST,odd
9815,DARYL ST,DARYL STREET,2,6,2,5261,5,2160,MERRYLANDS WEST,even
9816,EDDY ST,EDDY STREET,68,102,2,5261,5,2160,MERRYLANDS WEST,even
9817,EDDY ST,EDDY STREET,95,99,1,5261,5,2160,MERRYLANDS WEST,odd
9818,EDDY ST,EDDY STREET,89,93,1,5261,5,2160,MERRYLANDS WEST,odd
9819,LUCY ST,LUCY STREET,9,21,1,5261,5,2160,MERRYLANDS WEST,odd
9820,GARY ST,GARY STREET,2,12,2,5261,5,2160,MERRYLANDS WEST,even
9821,GARY ST,GARY STREET,1,13,1,5261,5,2160,MERRYLANDS WEST,odd
9822,LUCY ST,LUCY STREET,1,7,1,5261,5,2160,MERRYLANDS WEST,odd
9823,LUCY ST,LUCY STREET,2,20,2,5261,5,2160,MERRYLANDS WEST,even
9824,BRIAN ST,BRIAN STREET,53,55,1,5261,5,2160,MERRYLANDS WEST,odd
9825,GLORIA ST,GLORIA STREET,4,10,2,5261,5,2160,MERRYLANDS WEST,even
9826,GLORIA ST,GLORIA STREET,1,9,1,5261,5,2160,MERRYLANDS WEST,odd
9827,BRIAN ST,BRIAN STREET,3,49,1,5261,5,2160,MERRYLANDS WEST,odd
9828,BRIAN ST,BRIAN STREET,2,56,2,5261,5,2160,MERRYLANDS WEST,even
9829,LUCY ST,LUCY STREET,22,26,2,5261,5,2160,MERRYLANDS WEST,even
9830,EDDY ST,EDDY STREET,1,87,1,5261,5,2160,MERRYLANDS WEST,odd
9831,BRUCE ST,BRUCE STREET,1,73,1,5261,5,2160,MERRYLANDS WEST,odd
9832,DUFFY ST,DUFFY STREET,1,33,1,5261,5,2160,MERRYLANDS WEST,odd
9833,SHERWOOD RD,SHERWOOD ROAD,39,65,1,5261,5,2160,MERRYLANDS WEST,odd
9834,PATON ST,PATON STREET,34,132,2,5262,5,2160,MERRYLANDS WEST,even
9835,PATON ST,PATON STREET,45,71,1,5262,5,2160,MERRYLANDS WEST,odd
9836,ELFORD CRES,ELFORD CRESCENT,1,27,1,5262,5,2160,MERRYLANDS WEST,odd
9837,TATHIRA CRES,TATHIRA CRESCENT,1,15,1,5262,5,2160,MERRYLANDS WEST,odd
9838,KIOLOA WAY,KIOLOA WAY,1,3,1,5262,5,2160,MERRYLANDS WEST,odd
9839,TATHIRA CRES,TATHIRA CRESCENT,19,33,1,5262,5,2160,MERRYLANDS WEST,odd
9840,TATHIRA CRES,TATHIRA CRESCENT,2,6,2,5262,5,2160,MERRYLANDS WEST,even
9841,ELFORD CRES,ELFORD CRESCENT,29,43,1,5262,5,2160,MERRYLANDS WEST,odd
9842,JOWARRA WAY,JOWARRA WAY,1,11,0,5262,5,2160,MERRYLANDS WEST,both
9843,ELFORD CRES,ELFORD CRESCENT,12,26,2,5262,5,2160,MERRYLANDS WEST,even
9844,ROCHE PL,ROCHE PLACE,1,13,0,5262,5,2160,MERRYLANDS WEST,both
9845,FLEMMING CL,FLEMMING CLOSE,1,13,0,5262,5,2160,MERRYLANDS WEST,both
9846,PATON ST,PATON STREET,29,43,1,5262,5,2160,MERRYLANDS WEST,odd
9847,COOLIBAH ST,COOLIBAH STREET,3,17,1,5262,5,2160,MERRYLANDS WEST,odd
9848,PATON ST,PATON STREET,23,23,1,5262,5,2160,MERRYLANDS WEST,odd
9849,SHERWOOD RD,SHERWOOD ROAD,33,37,1,5262,5,2160,MERRYLANDS WEST,odd
9850,SHERWOOD RD,SHERWOOD ROAD,33,37,1,5262,5,2160,MERRYLANDS WEST,odd
9851,SHERWOOD RD,SHERWOOD ROAD,25,37,1,5262,5,2160,MERRYLANDS WEST,odd
9852,SHERWOOD RD,SHERWOOD ROAD,3,9,1,5262,5,2160,MERRYLANDS WEST,odd
9853,MERRYLANDS RD,MERRYLANDS ROAD,530,530,2,5262,5,2160,MERRYLANDS WEST,even
9854,MERRYLANDS RD,MERRYLANDS ROAD,532,534,2,5262,5,2160,MERRYLANDS WEST,even
9855,SERPENTINE ST,SERPENTINE STREET,2,42,2,5262,5,2160,MERRYLANDS WEST,even
9856,THAMES ST,THAMES STREET,42,56,2,5262,5,2160,MERRYLANDS WEST,even
9857,THAMES ST,THAMES STREET,21,27,1,5262,5,2160,MERRYLANDS WEST,odd
9858,SERPENTINE ST,SERPENTINE STREET,7,19,1,5262,5,2160,MERRYLANDS WEST,odd
9859,THAMES ST,THAMES STREET,2,2,2,5262,5,2160,MERRYLANDS WEST,even
9860,SERPENTINE ST,SERPENTINE STREET,1,5,1,5262,5,2160,MERRYLANDS WEST,odd
9861,MERRYLANDS RD,MERRYLANDS ROAD,565,577,1,5262,5,2160,MERRYLANDS,odd
9862,YANCO ST,YANCO STREET,2,10,2,5262,5,2160,MERRYLANDS,even
9863,YOOGALI ST,YOOGALI STREET,27,37,1,5262,5,2160,MERRYLANDS,odd
9864,YOOGALI ST,YOOGALI STREET,16,36,2,5262,5,2160,MERRYLANDS,even
9865,LEETON ST,LEETON STREET,6,22,2,5262,5,2160,MERRYLANDS,even
9866,LEETON ST,LEETON STREET,24,36,2,5262,5,2160,MERRYLANDS,even
9867,LEETON ST,LEETON STREET,1,15,1,5262,5,2160,MERRYLANDS,odd
9868,YOOGALI ST,YOOGALI STREET,8,12,2,5262,5,2160,MERRYLANDS,even
9869,YOOGALI ST,YOOGALI STREET,7,25,1,5262,5,2160,MERRYLANDS,odd
9870,YANCO ST,YANCO STREET,3,5,1,5262,5,2160,MERRYLANDS,odd
9871,MERRYLANDS RD,MERRYLANDS ROAD,521,557,1,5262,5,2160,MERRYLANDS,odd
9872,MERRYLANDS RD,MERRYLANDS ROAD,511,515,1,5262,5,2160,MERRYLANDS,odd
9873,WYBORN LANE,WYBORN LANE,6,32,2,5262,5,2160,MERRYLANDS,even
9874,CENTENARY RD,CENTENARY ROAD,2,20,2,5262,5,2160,MERRYLANDS,even
9875,CENTENARY RD,CENTENARY ROAD,20,22,2,5262,5,2160,MERRYLANDS,even
9876,CENTENARY RD,CENTENARY ROAD,22,38,2,5262,5,2160,MERRYLANDS,even
9877,IRRIGATION RD,IRRIGATION ROAD,2,6,2,5262,5,2160,MERRYLANDS,even
9878,MARK ST,MARK STREET,2,36,2,5262,5,2160,MERRYLANDS,even
9879,MARK ST,MARK STREET,1,31,1,5262,5,2160,MERRYLANDS,odd
9880,IRRIGATION RD,IRRIGATION ROAD,8,30,2,5262,5,2160,MERRYLANDS,even
9881,BARELLAN ST,BARELLAN STREET,1,1,1,5262,5,2160,MERRYLANDS,odd
9882,IRRIGATION RD,IRRIGATION ROAD,40,54,2,5262,5,2160,MERRYLANDS,even
9883,GRANT CRES,GRANT CRESCENT,2,10,2,5262,5,2160,MERRYLANDS,even
9884,GRANT CRES,GRANT CRESCENT,1,9,1,5262,5,2160,MERRYLANDS,odd
9885,IRRIGATION RD,IRRIGATION ROAD,60,74,2,5262,5,2160,MERRYLANDS,even
9886,JERSEY RD,JERSEY ROAD,122,130,2,5262,5,2160,MERRYLANDS,even
9887,KOOBA ST,KOOBA STREET,2,10,2,5262,5,2160,MERRYLANDS,even
9888,KOOBA ST,KOOBA STREET,1,9,1,5262,5,2160,MERRYLANDS,odd
9889,JERSEY RD,JERSEY ROAD,132,144,2,5262,5,2160,MERRYLANDS,even
9890,LEWIS ST,LEWIS STREET,2,42,2,5271,5,2160,MERRYLANDS,even
9891,RICHMOND ST,RICHMOND STREET,95,107,1,5271,5,2160,MERRYLANDS,odd
9892,NORMAN ST,NORMAN STREET,1,47,1,5271,5,2160,MERRYLANDS,odd
9893,NORMAN ST,NORMAN STREET,1,1,1,5271,5,2160,MERRYLANDS,odd
9894,NORMAN ST,NORMAN STREET,2,38,2,5271,5,2160,MERRYLANDS,even
9895,RICHMOND ST,RICHMOND STREET,111,125,1,5271,5,2160,MERRYLANDS,odd
9896,FAIRMOUNT ST,FAIRMOUNT STREET,2,24,2,5271,5,2160,MERRYLANDS,even
9897,CENTENARY RD,CENTENARY ROAD,53,57,1,5271,5,2160,MERRYLANDS,odd
9898,DOUGLAS ST,DOUGLAS STREET,2,38,2,5271,5,2160,MERRYLANDS,even
9899,DOUGLAS ST,DOUGLAS STREET,40,40,2,5271,5,2160,MERRYLANDS,even
9900,HOLROYD RD,HOLROYD ROAD,68,68,2,5271,5,2160,MERRYLANDS,even
9901,HOLROYD RD,HOLROYD ROAD,63,75,1,5271,5,2160,MERRYLANDS,odd
9902,HOLROYD RD,HOLROYD ROAD,64,66,2,5271,5,2160,MERRYLANDS,even
9903,DOUGLAS ST,DOUGLAS STREET,25,35,1,5271,5,2160,MERRYLANDS,odd
9904,DOUGLAS ST,DOUGLAS STREET,15,23,1,5271,5,2160,MERRYLANDS,odd
9905,CROSS RD,CROSS ROAD,1,7,1,5271,5,2160,MERRYLANDS,odd
9906,CROSS RD,CROSS ROAD,2,10,2,5271,5,2160,MERRYLANDS,even
9907,DOUGLAS ST,DOUGLAS STREET,1,9,1,5271,5,2160,MERRYLANDS,odd
9908,CENTENARY RD,CENTENARY ROAD,47,51,1,5271,5,2160,MERRYLANDS,odd
9909,DUKE ST,DUKE STREET,6,14,2,5271,5,2160,MERRYLANDS,even
9910,DUKE ST,DUKE STREET,1,13,1,5271,5,2160,MERRYLANDS,odd
9911,CENTENARY RD,CENTENARY ROAD,31,39,1,5271,5,2160,MERRYLANDS,odd
9912,MILLS ST,MILLS STREET,1,19,1,5271,5,2160,MERRYLANDS,odd
9913,MILLS ST,MILLS STREET,2,18,2,5271,5,2160,MERRYLANDS,even
9914,CENTENARY RD,CENTENARY ROAD,21,29,1,5271,5,2160,MERRYLANDS,odd
9915,ALDERNEY RD,ALDERNEY ROAD,2,26,2,5271,5,2160,MERRYLANDS,even
9916,ALDERNEY RD,ALDERNEY ROAD,1,13,1,5271,5,2160,MERRYLANDS,odd
9917,CENTENARY RD,CENTENARY ROAD,11,19,1,5271,5,2160,MERRYLANDS,odd
9918,WYREEMA ST,WYREEMA STREET,5,15,1,5271,5,2160,MERRYLANDS,odd
9919,WYREEMA ST,WYREEMA STREET,2,12,2,5271,5,2160,MERRYLANDS,even
9920,CENTENARY RD,CENTENARY ROAD,3,7,1,5271,5,2160,MERRYLANDS,odd
9921,MERRYLANDS RD,MERRYLANDS ROAD,469,475,1,5271,5,2160,MERRYLANDS,odd
9922,RIDGE ST,RIDGE STREET,2,46,2,5271,5,2160,MERRYLANDS,even
9923,RIDGE ST,RIDGE STREET,1,51,1,5271,5,2160,MERRYLANDS,odd
9924,MERRYLANDS RD,MERRYLANDS ROAD,453,465,1,5271,5,2160,MERRYLANDS,odd
9925,HOLROYD RD,HOLROYD ROAD,2,62,2,5271,5,2160,MERRYLANDS,even
9926,HOLROYD RD,HOLROYD ROAD,29,61,1,5271,5,2160,MERRYLANDS,odd
9927,HOLROYD RD,HOLROYD ROAD,19,27,1,5271,5,2160,MERRYLANDS,odd
9928,CARTWRIGHT AVE,CARTWRIGHT AVENUE,1,47,1,5271,5,2160,MERRYLANDS,odd
9929,CARTWRIGHT AVE,CARTWRIGHT AVENUE,2,50,2,5271,5,2160,MERRYLANDS,even
9930,HOLROYD RD,HOLROYD ROAD,1,9,1,5271,5,2160,MERRYLANDS,odd
9931,MERRYLANDS RD,MERRYLANDS ROAD,431,451,1,5271,5,2160,MERRYLANDS,odd
9932,CROFT AVE,CROFT AVENUE,10,20,2,5271,5,2160,MERRYLANDS,even
9933,CROFT AVE,CROFT AVENUE,1,21,1,5271,5,2160,MERRYLANDS,odd
9934,MERRYLANDS RD,MERRYLANDS ROAD,411,417,1,5271,5,2160,MERRYLANDS,odd
9935,MARIN PL,MARIN PLACE,2,10,2,5271,5,2160,MERRYLANDS,even
9936,MARIN PL,MARIN PLACE,1,9,1,5271,5,2160,MERRYLANDS,odd
9937,MERRYLANDS RD,MERRYLANDS ROAD,393,409,1,5271,5,2160,MERRYLANDS,odd
9938,KIEV ST,KIEV STREET,2,10,2,5271,5,2160,MERRYLANDS,even
9939,KIEV ST,KIEV STREET,1,15,1,5271,5,2160,MERRYLANDS,odd
9940,MERRYLANDS RD,MERRYLANDS ROAD,381,391,1,5271,5,2160,MERRYLANDS,odd
9941,RICHARDSON ST,RICHARDSON STREET,1,45,1,5272,5,2160,MERRYLANDS,odd
9942,BLACKWOOD RD,BLACKWOOD ROAD,1,3,1,5272,5,2160,MERRYLANDS,odd
9943,BLACKWOOD RD,BLACKWOOD ROAD,2,20,2,5272,5,2160,MERRYLANDS,even
9944,DAPHNE ST,DAPHNE STREET,1,19,1,5272,5,2160,MERRYLANDS,odd
9945,BLACKWOOD RD,BLACKWOOD ROAD,24,34,2,5272,5,2160,MERRYLANDS,even
9946,STANLEY ST,STANLEY STREET,1,19,1,5272,5,2160,MERRYLANDS,odd
9947,CHELSEA ST,CHELSEA STREET,1,25,1,5272,5,2160,MERRYLANDS,odd
9948,CHELSEA ST,CHELSEA STREET,2,52,2,5272,5,2160,MERRYLANDS,even
9949,CHELSEA ST,CHELSEA STREET,45,47,1,5272,5,2160,MERRYLANDS,odd
9950,HAVEN ST,HAVEN STREET,18,48,2,5272,5,2160,MERRYLANDS,even
9951,HAVEN ST,HAVEN STREET,21,45,1,5272,5,2160,MERRYLANDS,odd
9952,CHELSEA ST,CHELSEA STREET,29,41,1,5272,5,2160,MERRYLANDS,odd
9953,STANLEY ST,STANLEY STREET,2,22,2,5272,5,2160,MERRYLANDS,even
9954,BLACKWOOD RD,BLACKWOOD ROAD,36,40,2,5272,5,2160,MERRYLANDS,even
9955,BLACKWOOD RD,BLACKWOOD ROAD,25,25,1,5272,5,2160,MERRYLANDS,odd
9956,HAVEN ST,HAVEN STREET,2,16,2,5272,5,2160,MERRYLANDS,even
9957,HAVEN ST,HAVEN STREET,1,19,1,5272,5,2160,MERRYLANDS,odd
9958,WRIGHT ST,WRIGHT STREET,2,2,2,5272,5,2160,MERRYLANDS,even
9959,BLACKWOOD RD,BLACKWOOD ROAD,5,13,1,5272,5,2160,MERRYLANDS,odd
9960,RICHARDSON ST,RICHARDSON STREET,4,6,2,5272,5,2160,MERRYLANDS,even
9961,RICHARDSON ST,RICHARDSON STREET,8,8,2,5272,5,2160,MERRYLANDS,even
9962,RICHARDSON ST,RICHARDSON STREET,10,38,2,5272,5,2160,MERRYLANDS,even
9963,HILLTOP RD,HILLTOP ROAD,30,32,2,5272,5,2160,MERRYLANDS,even
9964,ELLIS ST,ELLIS STREET,1,39,1,5272,5,2160,MERRYLANDS,odd
9965,ELLIS ST,ELLIS STREET,8,24,2,5272,5,2160,MERRYLANDS,even
9966,HILLTOP RD,HILLTOP ROAD,34,50,2,5272,5,2160,MERRYLANDS,even
9967,WRIGHT ST,WRIGHT STREET,1,17,1,5272,5,2160,MERRYLANDS,odd
9968,WRIGHT ST,WRIGHT STREET,4,24,2,5272,5,2160,MERRYLANDS,even
9969,HILLTOP RD,HILLTOP ROAD,54,68,2,5272,5,2160,MERRYLANDS,even
9970,HILLTOP RD,HILLTOP ROAD,68,78,2,5272,5,2160,MERRYLANDS,even
9971,HILLTOP RD,HILLTOP ROAD,51,81,1,5272,5,2160,MERRYLANDS,odd
9972,HILLTOP RD,HILLTOP ROAD,49,49,1,5272,5,2160,MERRYLANDS,odd
9973,HILLTOP RD,HILLTOP ROAD,43,47,1,5272,5,2160,MERRYLANDS,odd
9974,HILLTOP RD,HILLTOP ROAD,41,41,1,5272,5,2160,MERRYLANDS,odd
9975,HILLTOP RD,HILLTOP ROAD,35,39,1,5272,5,2160,MERRYLANDS,odd
9976,FRIEND ST,FRIEND STREET,2,2,2,5272,5,2160,MERRYLANDS,even
9977,FRIEND ST,FRIEND STREET,4,20,2,5272,5,2160,MERRYLANDS,even
9978,FRIEND ST,FRIEND STREET,22,22,2,5272,5,2160,MERRYLANDS,even
9979,DOROTHY ST,DOROTHY STREET,1,25,1,5272,5,2160,MERRYLANDS,odd
9980,NEWSOME LANE,NEWSOME LANE,1,1,1,5272,5,2160,MERRYLANDS,odd
9981,DOROTHY ST,DOROTHY STREET,2,32,2,5272,5,2160,MERRYLANDS,even
9982,FRANCES ST,FRANCES STREET,25,35,1,5272,5,2160,MERRYLANDS,odd
9983,JANET ST,JANET STREET,1,33,1,5272,5,2160,MERRYLANDS,odd
9984,JANET ST,JANET STREET,2,4,2,5272,5,2160,MERRYLANDS,even
9985,VINCENT ST,VINCENT STREET,1,11,1,5272,5,2160,MERRYLANDS,odd
9986,VINCENT ST,VINCENT STREET,2,14,2,5272,5,2160,MERRYLANDS,even
9987,JANET ST,JANET STREET,10,18,2,5272,5,2160,MERRYLANDS,even
9988,WELSFORD ST,WELSFORD STREET,1,11,1,5272,5,2160,MERRYLANDS,odd
9989,WELSFORD ST,WELSFORD STREET,1,1,1,5272,5,2160,MERRYLANDS,odd
9990,WELSFORD ST,WELSFORD STREET,2,2,2,5272,5,2160,MERRYLANDS,even
9991,WELSFORD ST,WELSFORD STREET,4,14,2,5272,5,2160,MERRYLANDS,even
9992,WELSFORD ST,WELSFORD STREET,16,20,2,5272,5,2160,MERRYLANDS,even
9993,FRANCES ST,FRANCES STREET,1,23,1,5272,5,2160,MERRYLANDS,odd
9994,FRANCES ST,FRANCES STREET,4,22,2,5272,5,2160,MERRYLANDS,even
9995,BURNETT ST,BURNETT STREET,89,115,1,5281,5,2160,MERRYLANDS,odd
9996,BURNETT ST,BURNETT STREET,57,73,1,5281,5,2160,MERRYLANDS,odd
9997,LENA PL,LENA PLACE,1,1,1,5281,5,2160,MERRYLANDS,odd
9998,HILLIER ST,HILLIER STREET,3,11,0,5281,5,2160,MERRYLANDS,both
9999,LENA PL,LENA PLACE,2,10,0,5281,5,2160,MERRYLANDS,both
10000,BURNETT ST,BURNETT STREET,17,55,1,5281,5,2160,MERRYLANDS,odd
10001,MERRYLANDS RD,MERRYLANDS ROAD,335,365,1,5281,5,2160,MERRYLANDS,odd
10002,MERRYLANDS RD,MERRYLANDS ROAD,327,333,1,5281,5,2160,MERRYLANDS,odd
10003,MERRYLANDS RD,MERRYLANDS ROAD,315,323,1,5281,5,2160,MERRYLANDS,odd
10004,MERRYLANDS RD,MERRYLANDS ROAD,303,313,1,5281,5,2160,MERRYLANDS,odd
10005,MERRYLANDS RD,MERRYLANDS ROAD,295,297,1,5281,5,2160,MERRYLANDS,odd
10006,MERRYLANDS RD,MERRYLANDS ROAD,289,293,1,5281,5,2160,MERRYLANDS,odd
10007,MERRYLANDS RD,MERRYLANDS ROAD,285,285,1,5281,5,2160,MERRYLANDS,odd
10008,MERRYLANDS RD,MERRYLANDS ROAD,330,342,2,5281,5,2160,MERRYLANDS,even
10009,MERRYLANDS RD,MERRYLANDS ROAD,344,352,2,5281,5,2160,MERRYLANDS,even
10010,MERRYLANDS RD,MERRYLANDS ROAD,358,368,2,5281,5,2160,MERRYLANDS,even
10011,MERRYLANDS RD,MERRYLANDS ROAD,374,398,2,5281,5,2160,MERRYLANDS,even
10012,KENYONS RD,KENYONS ROAD,8,52,2,5281,5,2160,MERRYLANDS WEST,even
10013,KENYONS RD,KENYONS ROAD,94,102,2,5281,5,2160,MERRYLANDS WEST,even
10014,KENYONS RD,KENYONS ROAD,61,65,1,5281,5,2160,MERRYLANDS WEST,odd
10015,KENYONS RD,KENYONS ROAD,53,59,1,5281,5,2160,MERRYLANDS WEST,odd
10016,KENYONS RD,KENYONS ROAD,47,51,1,5281,5,2160,MERRYLANDS WEST,odd
10017,ARCADIA ST,ARCADIA STREET,3,15,1,5281,5,2160,MERRYLANDS WEST,odd
10018,ARCADIA ST,ARCADIA STREET,1,1,1,5281,5,2160,MERRYLANDS WEST,odd
10019,ARCADIA ST,ARCADIA STREET,2,48,2,5281,5,2160,MERRYLANDS WEST,even
10020,KENYONS RD,KENYONS ROAD,37,45,1,5281,5,2160,MERRYLANDS WEST,odd
10021,BINDA ST,BINDA STREET,1,47,1,5281,5,2160,MERRYLANDS WEST,odd
10022,BINDA ST,BINDA STREET,2,40,2,5281,5,2160,MERRYLANDS WEST,even
10023,KENYONS RD,KENYONS ROAD,29,35,1,5281,5,2160,MERRYLANDS WEST,odd
10024,RUBINA ST,RUBINA STREET,1,43,1,5281,5,2160,MERRYLANDS WEST,odd
10025,RUBINA ST,RUBINA STREET,2,38,2,5281,5,2160,MERRYLANDS WEST,even
10026,KENYONS RD,KENYONS ROAD,17,25,1,5281,5,2160,MERRYLANDS WEST,odd
10027,RUPERT ST,RUPERT STREET,1,27,1,5281,5,2160,MERRYLANDS WEST,odd
10028,RUPERT ST,RUPERT STREET,2,28,2,5281,5,2160,MERRYLANDS WEST,even
10029,KENYONS RD,KENYONS ROAD,7,9,1,5281,5,2160,MERRYLANDS WEST,odd
10030,RUTH ST,RUTH STREET,1,21,1,5281,5,2160,MERRYLANDS WEST,odd
10031,RUTH ST,RUTH STREET,2,18,2,5281,5,2160,MERRYLANDS WEST,even
10032,KENYONS RD,KENYONS ROAD,3,5,1,5281,5,2160,MERRYLANDS WEST,odd
10033,BURNETT ST,BURNETT STREET,2,20,2,5281,5,2160,MERRYLANDS,even
10034,BURNETT ST,BURNETT STREET,22,30,2,5281,5,2160,MERRYLANDS,even
10035,BURNETT ST,BURNETT STREET,32,38,2,5281,5,2160,MERRYLANDS,even
10036,DAN ST,DAN STREET,2,20,2,5281,5,2160,MERRYLANDS,even
10037,DAN ST,DAN STREET,1,23,1,5281,5,2160,MERRYLANDS,odd
10038,BURNETT ST,BURNETT STREET,40,56,2,5281,5,2160,MERRYLANDS,even
10039,BURNETT ST,BURNETT STREET,60,76,2,5281,5,2160,MERRYLANDS,even
10040,BURNETT ST,BURNETT STREET,78,80,2,5281,5,2160,MERRYLANDS,even
10041,BURNETT ST,BURNETT STREET,82,90,2,5281,5,2160,MERRYLANDS,even
10042,BURNETT ST,BURNETT STREET,92,100,2,5281,5,2160,MERRYLANDS,even
10043,BURNETT ST,BURNETT STREET,106,122,2,5281,5,2160,MERRYLANDS,even
10044,BURNETT ST,BURNETT STREET,124,180,2,5281,5,2160,MERRYLANDS,even
10045,LOCKWOOD ST,LOCKWOOD STREET,75,121,1,5282,5,2160,MERRYLANDS,odd
10046,LOCKWOOD ST,LOCKWOOD STREET,53,71,1,5282,5,2160,MERRYLANDS,odd
10047,LEEDS ST,LEEDS STREET,9,21,1,5282,5,2160,MERRYLANDS,odd
